-5.0 0.0 0.000109
-5.0 0.5 0.000108
-5.0 1.0 0.000107
-5.0 1.5 0.000107
-5.0 2.0 0.000108
-5.0 2.5 0.000109
-5.0 3.0 0.00011
-5.0 3.5 0.000111
-5.0 4.0 0.000111
-5.0 4.5 0.00011
-5.0 5.0 0.000112
-5.0 5.5 0.000112
-5.0 6.0 0.000112
-5.0 6.5 0.000113
-5.0 7.0 0.000114
-5.0 7.5 0.000115
-5.0 8.0 0.000114
-5.0 8.5 0.000116
-5.0 9.0 0.000117
-5.0 9.5 0.000118
-5.0 10.0 0.000117
-5.0 10.5 0.000118
-5.0 11.0 0.000118
-5.0 11.5 0.000119
-5.0 12.0 0.000119
-5.0 13.0 0.000119
-5.0 14.0 0.00012
-5.0 15.0 0.000121
-5.0 16.0 0.00012
-5.0 17.0 0.00012
-5.0 18.0 0.000122
-5.0 19.0 0.000121
-5.0 20.0 0.000122
-5.0 22.0 0.000124
-5.0 24.0 0.000125
-5.0 26.0 0.000125
-5.0 28.0 0.000126
-5.0 30.0 0.000127
-4.0 0.0 0.000112
-4.0 0.5 0.000111
-4.0 1.0 0.000111
-4.0 1.5 0.00011
-4.0 2.0 0.000109
-4.0 2.5 0.000112
-4.0 3.0 0.000113
-4.0 3.5 0.000113
-4.0 4.0 0.000113
-4.0 4.5 0.000114
-4.0 5.0 0.000114
-4.0 5.5 0.000114
-4.0 6.0 0.000115
-4.0 6.5 0.000115
-4.0 7.0 0.000114
-4.0 7.5 0.000116
-4.0 8.0 0.000116
-4.0 8.5 0.000117
-4.0 9.0 0.000117
-4.0 9.5 0.000119
-4.0 10.0 0.00012
-4.0 10.5 0.000119
-4.0 11.0 0.00012
-4.0 11.5 0.00012
-4.0 12.0 0.000121
-4.0 13.0 0.000122
-4.0 14.0 0.000122
-4.0 15.0 0.000123
-4.0 16.0 0.000122
-4.0 17.0 0.000123
-4.0 18.0 0.000124
-4.0 19.0 0.000124
-4.0 20.0 0.000124
-4.0 22.0 0.000127
-4.0 24.0 0.000127
-4.0 26.0 0.000128
-4.0 28.0 0.000127
-4.0 30.0 0.000128
-3.0 0.0 0.000115
-3.0 0.5 0.000114
-3.0 1.0 0.000114
-3.0 1.5 0.000111
-3.0 2.0 0.000111
-3.0 2.5 0.000114
-3.0 3.0 0.000114
-3.0 3.5 0.000115
-3.0 4.0 0.000114
-3.0 4.5 0.000114
-3.0 5.0 0.000115
-3.0 5.5 0.000115
-3.0 6.0 0.000115
-3.0 6.5 0.000116
-3.0 7.0 0.000116
-3.0 7.5 0.000116
-3.0 8.0 0.000117
-3.0 8.5 0.000118
-3.0 9.0 0.00012
-3.0 9.5 0.000119
-3.0 10.0 0.00012
-3.0 10.5 0.000121
-3.0 11.0 0.000122
-3.0 11.5 0.000123
-3.0 12.0 0.000124
-3.0 13.0 0.000126
-3.0 14.0 0.000127
-3.0 15.0 0.000128
-3.0 16.0 0.000129
-3.0 17.0 0.00013
-3.0 18.0 0.000131
-3.0 19.0 0.00013
-3.0 20.0 0.00013
-3.0 22.0 0.000134
-3.0 24.0 0.000135
-3.0 26.0 0.000136
-3.0 28.0 0.000137
-3.0 30.0 0.000136
-2.95 0.0 0.000114
-2.95 0.5 0.000114
-2.95 1.0 0.000113
-2.95 1.5 0.000113
-2.95 2.0 0.000112
-2.95 2.5 0.000115
-2.95 3.0 0.000113
-2.95 3.5 0.000115
-2.95 4.0 0.000114
-2.95 4.5 0.000115
-2.95 5.0 0.000116
-2.95 5.5 0.000115
-2.95 6.0 0.000116
-2.95 6.5 0.000115
-2.95 7.0 0.000117
-2.95 7.5 0.000118
-2.95 8.0 0.000118
-2.95 8.5 0.00012
-2.95 9.0 0.000121
-2.95 9.5 0.000123
-2.95 10.0 0.000125
-2.95 10.5 0.000128
-2.95 11.0 0.000129
-2.95 11.5 0.000132
-2.95 12.0 0.000133
-2.95 13.0 0.000138
-2.95 14.0 0.000142
-2.95 15.0 0.000144
-2.95 16.0 0.000146
-2.95 17.0 0.000147
-2.95 18.0 0.000148
-2.95 19.0 0.000151
-2.95 20.0 0.000151
-2.95 22.0 0.000156
-2.95 24.0 0.000157
-2.95 26.0 0.000159
-2.95 28.0 0.00016
-2.95 30.0 0.00016
-2.9 0.0 0.000112
-2.9 0.5 0.000113
-2.9 1.0 0.000112
-2.9 1.5 0.000111
-2.9 2.0 0.000112
-2.9 2.5 0.000114
-2.9 3.0 0.000114
-2.9 3.5 0.000115
-2.9 4.0 0.000114
-2.9 4.5 0.000114
-2.9 5.0 0.000115
-2.9 5.5 0.000116
-2.9 6.0 0.000117
-2.9 6.5 0.000118
-2.9 7.0 0.000119
-2.9 7.5 0.000122
-2.9 8.0 0.000127
-2.9 8.5 0.00013
-2.9 9.0 0.000135
-2.9 9.5 0.000141
-2.9 10.0 0.000148
-2.9 10.5 0.000156
-2.9 11.0 0.000162
-2.9 11.5 0.000171
-2.9 12.0 0.000178
-2.9 13.0 0.00019
-2.9 14.0 0.000199
-2.9 15.0 0.000208
-2.9 16.0 0.000214
-2.9 17.0 0.000218
-2.9 18.0 0.000222
-2.9 19.0 0.000224
-2.9 20.0 0.000229
-2.9 22.0 0.000237
-2.9 24.0 0.000241
-2.9 26.0 0.000247
-2.9 28.0 0.000251
-2.9 30.0 0.000253
