-5.0 0.0 -0.016398829978000684
-5.0 0.5 -0.016497397814306446
-5.0 1.0 -0.016762558340234296
-5.0 1.5 -0.01706549131988276
-5.0 2.0 -0.017435134012651288
-5.0 2.5 -0.017863159877080568
-5.0 3.0 -0.018321387994479625
-5.0 3.5 -0.018776702694214564
-5.0 4.0 -0.01922899265639462
-5.0 4.5 -0.019695384009579337
-5.0 5.0 -0.020132454191202263
-5.0 5.5 -0.02055921802554113
-5.0 6.0 -0.020999244114893886
-5.0 6.5 -0.02140702596331126
-5.0 7.0 -0.02177877461616299
-5.0 7.5 -0.02214504710514053
-5.0 8.0 -0.022486411548248653
-5.0 8.5 -0.022817714764568356
-5.0 9.0 -0.023120975681497468
-5.0 9.5 -0.023392141905702935
-5.0 10.0 -0.023669068944361514
-5.0 10.5 -0.023904714790274544
-5.0 11.0 -0.02413008072183047
-5.0 11.5 -0.024328807982293605
-5.0 12.0 -0.024513251196167977
-5.0 13.0 -0.02483626328606523
-5.0 14.0 -0.025098279803593963
-5.0 15.0 -0.025328985095504436
-5.0 16.0 -0.02552490198448416
-5.0 17.0 -0.025702728492480606
-5.0 18.0 -0.025863186669446744
-5.0 19.0 -0.026016754487029406
-5.0 20.0 -0.026158791541092546
-5.0 22.0 -0.026428787086486775
-5.0 24.0 -0.026665277705433543
-5.0 26.0 -0.026874589862138278
-5.0 28.0 -0.02705339228995241
-5.0 30.0 -0.02722986195559465
-4.0 0.0 -0.012471937044791126
-4.0 0.5 -0.01264106864863271
-4.0 1.0 -0.012805791649874946
-4.0 1.5 -0.013005914468513874
-4.0 2.0 -0.013276143942617733
-4.0 2.5 -0.013590160125737473
-4.0 3.0 -0.01392476650083834
-4.0 3.5 -0.014325697513313387
-4.0 4.0 -0.01476676251932837
-4.0 4.5 -0.01525490301900299
-4.0 5.0 -0.01578086665408715
-4.0 5.5 -0.016324119010294923
-4.0 6.0 -0.01686865330603499
-4.0 6.5 -0.017435134012651288
-4.0 7.0 -0.017977337734992868
-4.0 7.5 -0.018517878990260132
-4.0 8.0 -0.019019370826116305
-4.0 8.5 -0.019504491623660247
-4.0 9.0 -0.019974968684732627
-4.0 9.5 -0.020400269123708365
-4.0 10.0 -0.020800838230519047
-4.0 10.5 -0.021171684042839544
-4.0 11.0 -0.021515582718049486
-4.0 11.5 -0.021841840917872495
-4.0 12.0 -0.02213824788853105
-4.0 13.0 -0.022663013636595977
-4.0 14.0 -0.02310849808831244
-4.0 15.0 -0.023458959604638174
-4.0 16.0 -0.023775687811052524
-4.0 17.0 -0.024032363745622464
-4.0 18.0 -0.02427236042916945
-4.0 19.0 -0.02447992246547275
-4.0 20.0 -0.024667599997149358
-4.0 22.0 -0.025018652746207824
-4.0 24.0 -0.02530818526262641
-4.0 26.0 -0.025565766416046395
-4.0 28.0 -0.02578822049048271
-4.0 30.0 -0.025982236387091545
-3.0 0.0 -0.011744602923506594
-3.0 0.5 -0.01176871921899558
-3.0 1.0 -0.011816657504675017
-3.0 1.5 -0.01191138425196433
-3.0 2.0 -0.012027713724296167
-3.0 2.5 -0.012253851350456837
-3.0 3.0 -0.012428930023815439
-3.0 3.5 -0.012744518982083997
-3.0 4.0 -0.013084265240754362
-3.0 4.5 -0.013480997498879255
-3.0 5.0 -0.013907554163763351
-3.0 5.5 -0.014406452869251504
-3.0 6.0 -0.014903078804645163
-3.0 6.5 -0.015438885258723287
-3.0 7.0 -0.015992183682195293
-3.0 7.5 -0.016546243096572533
-3.0 8.0 -0.017076929320170284
-3.0 8.5 -0.017608845415981036
-3.0 9.0 -0.018100263520882773
-3.0 9.5 -0.01857602027910896
-3.0 10.0 -0.01901015154652053
-3.0 10.5 -0.0194253114896216
-3.0 11.0 -0.019814959955545292
-3.0 11.5 -0.02016529675218105
-3.0 12.0 -0.0204721016499391
-3.0 13.0 -0.021044501246509598
-3.0 14.0 -0.02150117174071853
-3.0 15.0 -0.02185580629310831
-3.0 16.0 -0.022151842149170885
-3.0 17.0 -0.02240038264652466
-3.0 18.0 -0.0225979270816515
-3.0 19.0 -0.022792076861220267
-3.0 20.0 -0.022976661897092146
-3.0 22.0 -0.0232942656902351
-3.0 24.0 -0.023555474796342457
-3.0 26.0 -0.023781583097138674
-3.0 28.0 -0.023980307921077637
-3.0 30.0 -0.024164380811671285
-2.95 0.0 -0.011647132845117552
-2.95 0.5 -0.011647132845117552
-2.95 1.0 -0.011696070952851467
-2.95 1.5 -0.011816657504675017
-2.95 2.0 -0.01191138425196433
-2.95 2.5 -0.012119182741060382
-2.95 3.0 -0.012298089464641001
-2.95 3.5 -0.012599210498948734
-2.95 4.0 -0.012986178604402845
-2.95 4.5 -0.013351364493691216
-2.95 5.0 -0.013785856825619015
-2.95 5.5 -0.01429313899763005
-2.95 6.0 -0.014797272445982824
-2.95 6.5 -0.015326188647871065
-2.95 7.0 -0.015847509618114427
-2.95 7.5 -0.016374002036960923
-2.95 8.0 -0.016892049526456888
-2.95 8.5 -0.017380133224432253
-2.95 9.0 -0.017831765858289394
-2.95 9.5 -0.01827160136863521
-2.95 10.0 -0.018672121421734567
-2.95 10.5 -0.01901015154652053
-2.95 11.0 -0.019345480541715893
-2.95 11.5 -0.019643689850570738
-2.95 12.0 -0.019916317012899136
-2.95 13.0 -0.02042426946245713
-2.95 14.0 -0.02079313136125839
-2.95 15.0 -0.021089564555948754
-2.95 16.0 -0.02134867602903114
-2.95 17.0 -0.02155870023361212
-2.95 18.0 -0.021750627541677017
-2.95 19.0 -0.021904545111425967
-2.95 20.0 -0.02205632947837271
-2.95 22.0 -0.022333754107069472
-2.95 24.0 -0.02256524273305498
-2.95 26.0 -0.022747071232684365
-2.95 28.0 -0.02292603840750411
-2.95 30.0 -0.0230772450097539
-2.9 0.0 -0.011472524199154923
-2.9 0.5 -0.01144714242553332
-2.9 1.0 -0.011548003502915459
-2.9 1.5 -0.011597779995297998
-2.9 2.0 -0.011792737079940737
-2.9 2.5 -0.011981452829790188
-2.9 3.0 -0.012164403991146803
-2.9 3.5 -0.012471937044791126
-2.9 4.0 -0.012826086123844088
-2.9 4.5 -0.013180902901894163
-2.9 5.0 -0.013626160718105962
-2.9 5.5 -0.014077798166369634
-2.9 6.0 -0.014565301977613061
-2.9 6.5 -0.01508104283022319
-2.9 7.0 -0.015591206966666516
-2.9 7.5 -0.016082903034356236
-2.9 8.0 -0.016534058818899293
-2.9 8.5 -0.01698499252241811
-2.9 9.0 -0.01739116123070632
-2.9 9.5 -0.01775808003485202
-2.9 10.0 -0.018100263520882773
-2.9 10.5 -0.018380777025685253
-2.9 11.0 -0.018672121421734567
-2.9 11.5 -0.018926772617208543
-2.9 12.0 -0.019147512896579726
-2.9 13.0 -0.019556923305008408
-2.9 14.0 -0.019874210508834474
-2.9 15.0 -0.020132454191202263
-2.9 16.0 -0.02033599057511826
-2.9 17.0 -0.020503866016861324
-2.9 18.0 -0.02066903661109351
-2.9 19.0 -0.020808539393099935
-2.9 20.0 -0.020946196357779126
-2.9 22.0 -0.021156800604512273
-2.9 24.0 -0.021334038605155953
-2.9 26.0 -0.02149395900225693
-2.9 28.0 -0.02161592332945083
-2.9 30.0 -0.021736526644666937
-2.85 0.0 -0.011396038430610133
-2.85 0.5 -0.011396038430610133
-2.85 1.0 -0.011472524199154923
-2.85 1.5 -0.011522953525110876
-2.85 2.0 -0.011671653197167125
-2.85 2.5 -0.011792737079940737
-2.85 3.0 -0.012050711320876152
-2.85 3.5 -0.012320089671579854
-2.85 4.0 -0.01264106864863271
-2.85 4.5 -0.013025590617225477
-2.85 5.0 -0.013425746889173137
-2.85 5.5 -0.013890299116065086
-2.85 6.0 -0.014358108704136641
-2.85 6.5 -0.01484280280197862
-2.85 7.0 -0.015269213442984623
-2.85 7.5 -0.015727144139070174
-2.85 8.0 -0.01613428646024544
-2.85 8.5 -0.016509636244473137
-2.85 9.0 -0.016845192005513657
-2.85 9.5 -0.017179188819161986
-2.85 10.0 -0.017435134012651288
-2.85 10.5 -0.017694430456361543
-2.85 11.0 -0.017904847682588623
-2.85 11.5 -0.018100263520882773
-2.85 12.0 -0.018291548547541676
-2.85 13.0 -0.01861457985063846
-2.85 14.0 -0.01887077592126614
-2.85 15.0 -0.01908365697198229
-2.85 16.0 -0.019255999704043743
-2.85 17.0 -0.019381042166867007
-2.85 18.0 -0.019522000153370158
-2.85 19.0 -0.01962639786113154
-2.85 20.0 -0.0197211296389012
-2.85 22.0 -0.019899495791202926
-2.85 24.0 -0.020066445670841787
-2.85 26.0 -0.020181677991514997
-2.85 28.0 -0.020287513655674848
-2.85 30.0 -0.020384237471428566
-2.8 0.0 -0.011292432346572345
-2.8 0.5 -0.011344471940382819
-2.8 1.0 -0.011344471940382819
-2.8 1.5 -0.01144714242553332
-2.8 2.0 -0.011597779995297998
-2.8 2.5 -0.011720387178673217
-2.8 3.0 -0.011934831919273373
-2.8 3.5 -0.012209291497467944
-2.8 4.0 -0.0125358968148155
-2.8 4.5 -0.01290662880674033
-2.8 5.0 -0.013295028952345871
-2.8 5.5 -0.01367980757341358
-2.8 6.0 -0.014111356811028123
-2.8 6.5 -0.014533809334539188
-2.8 7.0 -0.014947967867320625
-2.8 7.5 -0.015311984572404876
-2.8 8.0 -0.015673052072406705
-2.8 8.5 -0.016005206638831555
-2.8 9.0 -0.01627392924229034
-2.8 9.5 -0.016521856557036054
-2.8 10.0 -0.01673879848083215
-2.8 10.5 -0.016938648519858518
-2.8 11.0 -0.017122528813858597
-2.8 11.5 -0.017280245195423382
